Fan_rhythm,raw,38,IRKitC8E5,5408:6648:787:2626:2626:935:2537:935:787:2626:2626:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787:2626:2626:904:787:2626:787:2626:787:13230:5408:6648:787:2626:2626:935:2626:935:787:2626:2626:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787:2626:2626:904:787:2626:787:2626:787:13230:5408:6648:787:2626:2626:935:2626:935:787:2626:2626:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787:2626:2626:904:787:2626:787:2626:787:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:843:2537:843:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:843:2537:2537:843:843:2537:843:2537:843:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:843:2537:843:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:843:2537:2537:843:843:2537:843:2537:843:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:843:2537:843:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:843:2537:2537:843:843:2537:843:2537:843:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:843:2537:843:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:843:2537:2537:843:843:2537:843:2537:843
Fan_OffTimer,raw,38,IRKitC8E5,5598:6648:873:2537:2537:873:2537:873:873:2537:2537:873:2537:873:873:2537:873:2537:2537:873:873:2537:873:2537:873:2537:2537:873:873:2537:873:2537:873:2537:873:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:843:2537:843:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:843:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:843:2537:843:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:843:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:843:2537:843:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:843:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:843:2537:843:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:843:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:843:2537:843:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:843:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:843:2537:843:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:2537:843:843:2537:843:2537:843:2537:843:13230:5598:6648:873:2537:2537:843:2537:843:843:2537:2537:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787:13230:5598:6648:787:2626:2626:935:2626:935:787:2626:2626:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787
Fan_Power,raw,38,IRKitC8E5,5598:6648:904:2537:2537:815:2626:815:904:2537:2537:815:2626:815:904:2537:904:2537:2537:787:904:2537:904:2537:904:2537:904:2537:904:2537:904:2537:2537:787:904:13230:5598:6648:904:2537:2537:815:2537:815:904:2537:2537:815:2626:815:904:2537:904:2537:2537:787:904:2537:904:2537:904:2537:904:2537:904:2537:904:2537:2537:787:904:13230:5598:6648:904:2537:2537:815:2537:815:904:2537:2537:815:2626:815:815:2626:815:2626:2626:815:815:2626:815:2626:815:2626:815:2626:815:2626:815:2626:2626:815:815:13230:5598:6648:815:2626:2626:873:2626:873:787:2626:2626:873:2537:873:761:2626:761:2626:2626:935:735:2718:735:2718:735:2718:735:2718:735:2718:735:2718:2451:935:735:13230:5408:6648:735:2718:2451:968:2451:968:735:2718:2451:968:2451:968:735:2718:735:2718:2451:935:735:2718:735:2718:735:2718:735:2718:815:2626:815:2626:2626:815:815:13230:5598:6648:904:2537:2537:815:2537:815:904:2537:2537:815:2626:815:904:2537:904:2537:2537:787:904:2537:904:2537:904:2537:904:2537:904:2537:904:2537:2537:787:904:13230:5598:6648:904:2537:2537:815:2537:815:904:2537:2537:815:2626:815:904:2537:904:2537:2537:787:904:2537:904:2537:904:2537:904:2537:904:2537:904:2537:2537:787:904:13230:5598:6648:904:2537:2537:815:2537:815:904:2537:2537:815:2626:815:904:2537:904:2537:2537:904:904:2537:904:2537:904:2537:904:2537:904:2537:904:2537:2537:904:904
Fan_huryo,raw,38,IRKitC8E5,5408:6648:787:2626:2626:935:2537:935:787:2626:2626:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787:2626:787:2626:2626:904:787:2626:787:13230:5408:6648:787:2626:2626:935:2626:935:787:2626:2626:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787:2626:787:2626:2626:904:787:2626:787:13230:5408:6648:787:2626:2626:935:2626:935:787:2626:2626:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787:2626:787:2626:2626:904:787:2626:787:13230:5408:6648:787:2626:2626:935:2626:935:787:2626:2626:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787:2626:787:2626:2626:904:787:2626:787:13230:5408:6648:787:2626:2626:935:2626:935:787:2626:2626:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787:2626:787:2626:2626:904:787:2626:787:13230:5598:6648:787:2626:2626:935:2626:935:787:2626:2626:935:2537:935:787:2626:787:2626:2626:904:787:2626:787:2626:787:2626:787:2626:787:2626:2626:904:787:2626:787
Liv_zento,raw,38,IRKitC8E5,17421:8755:1150:1037:1150:1037:1150:3228:1150:1037:1150:1037:1150:1037:1150:1037:1150:3341:1150:1037:1150:3228:1190:1037:1150:1037:1150:3228:1190:1037:1150:3228:1190:1037:1150:1037:1150:3228:1190:1037:1150:3341:1150:1037:1190:3228:1190:3228:1190:1037:1150:3228:1190:1037:1190:3228:1150:1037:1150:3228:1190:1037:1150:1037:1150:3228:1150:65535:0:17421:17421:8755:1150:1037:1150:1037:1150:3228:1150:1037:1150:1037:1150:1037:1150:1037:1150:3341:1150:1037:1150:3228:1190:1037:1150:1037:1150:3228:1190:1037:1150:3228:1190:1037:1150:1037:1150:3228:1190:1037:1150:3341:1150:1037:1190:3228:1150:3228:1150:1037:1150:3228:1150:1037:1190:3228:1150:1037:1150:3228:1190:1037:1150:1037:1150:3228:1150
Liv_choko,raw,38,IRKitC8E5,17421:8755:1190:1037:1190:1037:1190:3341:1190:1037:1150:1037:1150:1037:1150:1037:1150:3341:1150:1037:1150:3228:1190:1037:1150:1037:1150:3228:1190:1037:1150:3228:1190:1037:1150:1037:1150:3228:1190:3228:1190:1037:1150:1037:1150:1037:1150:3228:1190:1037:1150:3228:1150:1037:1190:1037:1190:3341:1150:3341:1150:3341:1150:1037:1150:3228:1150:65535:0:17421:17421:8755:1150:1037:1150:1037:1150:3341:1150:1037:1150:1037:1150:1037:1150:1037:1150:3458:1150:1037:1150:3228:1150:1150:1150:1037:1150:3228:1150:1150:1150:3228:1150:1150:1150:1037:1150:3228:1150:3228:1150:1037:1150:1037:1150:1037:1150:3228:1150:1150:1150:3228:1150:1037:1150:1037:1150:3341:1150:3341:1150:3341:1150:1037:1150:3228:1150
Liv_shoko,raw,38,IRKitC8E5,17421:8755:1190:1037:1190:1037:1190:3341:1150:1037:1150:1037:1150:1037:1150:1037:1150:3341:1190:1037:1150:3228:1190:1037:1190:1037:1190:3228:1190:1037:1150:3228:1190:1037:1150:1037:1150:1037:1150:3341:1150:3341:1150:3341:1150:3341:1150:3341:1150:1037:1150:3228:1150:3228:1150:1037:1150:1037:1150:1037:1150:1037:1150:1037:1150:3228:1150:65535:0:17421:17421:8755:1150:1037:1150:1037:1150:3341:1190:1037:1150:1037:1150:1037:1150:1037:1150:3341:1150:1037:1150:3228:1190:1073:1073:1073:1073:3228:1190:1073:1190:3228:1150:1150:1150:1037:1150:1037:1150:3341:1150:3341:1150:3341:1150:3341:1150:3341:1150:1150:1150:3341:1150:3341:1150:1150:1150:1037:1150:1037:1150:1037:1150:1037:1150:3228:1150
Liv_mame,raw,38,IRKitC8E5,17421:8755:1150:1150:1150:1150:1150:3228:1150:1037:1150:1037:1150:1037:1150:1037:1150:3341:1150:1037:1150:3228:1232:1037:1150:1037:1150:3341:1190:1037:1150:3341:1232:1037:1150:1037:1150:1037:1150:1037:1150:3341:1150:3341:1150:1037:1150:3341:1232:1037:1150:3228:1150:3228:1150:3228:1150:1037:1150:1037:1150:3228:1150:1037:1190:3228:1150
Diga_play,raw,38,IRKitC8E5,6881:3341:904:904:904:2537:904:815:904:815:904:815:904:815:904:815:904:815:904:815:904:815:904:815:904:815:904:815:904:2537:904:904:904:904:904:904:904:815:904:815:904:815:904:2537:904:2537:904:815:904:2537:904:904:904:904:904:904:904:815:904:815:904:815:904:815:904:815:904:815:904:2537:904:815:904:2537:904:904:904:904:904:904:904:904:904:904:904:2537:904:904:904:2537:904:2537:904:2537:904:904:904:2537:904:65535:0:65535:0:18031:6881:3341:904:815:904:2537:904:904:904:815:904:815:904:815:904:815:904:815:904:815:904:815:904:815:904:815:904:815:904:2537:904:904:904:904:904:904:904:904:904:815:904:815:904:2537:904:2537:904:815:904:2537:904:904:904:904:904:904:904:815:904:815:904:815:904:815:904:815:904:815:904:2537:904:815:904:2537:904:904:904:904:904:904:904:904:904:815:904:2537:904:904:904:2537:904:2537:904:2537:904:904:904:2537:904
Diga_back,raw,38,IRKitC8E5,6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:2537:873:2537:873:873:873:2537:873:65535:0:65535:0:18031:6881:3341:873:873:873:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:2537:904:904:904:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:904:904:2537:904:2537:904:904:904:2537:904
Diga_prev,raw,38,IRKitC8E5,6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:2537:873:873:873:2537:873:2537:873:873:873:2537:873
Diga_skipBack,raw,38,IRKitC8E5,6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:2537:873:873:873:873:873:2537:873:873:873:2537:873:873:873:873:873:2537:873:2537:873:2537:873:2537:873:2537:873:65535:0:65535:0:18031:6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:2537:873:873:873:873:873:2537:873:873:873:2537:873:873:873:873:873:2537:873:2537:873:2537:873:2537:873:2537:873
Diga_skipPrev,raw,38,IRKitC8E5,6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:2537:873:873:873:873:873:2537:873:873:873:873:873:2537:873:873:873:2537:873:2537:873:2537:873:2537:873:2537:873:65535:0:65535:0:18031:6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:2537:873:873:873:873:873:2537:873:873:873:873:873:2537:873:873:873:2537:873:2537:873:2537:873:2537:873:2537:873
Diga_pause,raw,38,IRKitC8E5,6881:3341:904:904:904:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:2537:904:904:904:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:2537:904:904:904:2537:904:2537:904:904:904:2537:904:65535:0:65535:0:18031:6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:2537:873:873:873:2537:873
Diga_stop,raw,38,IRKitC8E5,6881:3341:904:904:904:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:2537:904:904:904:2537:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:904:2537:904:2537:904:904:904:2537:904:65535:0:65535:0:18031:6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873
Diga_start,raw,38,IRKitC8E5,6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:2537:873:873:873:2537:873:873:873:2537:873:873:873:2537:873:2537:873:2537:873:873:873:873:873:2537:873:2537:873:2537:873:65535:0:65535:0:18031:6881:3458:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:2537:873:873:873:2537:873:873:873:2537:873:873:873:2537:873:2537:873:2537:873:873:873:873:873:2537:873:2537:873:2537:873
Diga_rokugaList,raw,38,IRKitC8E5,6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:2537:873:873:873:873:873:2537:873:2537:873:2537:873:873:873:2537:873:873:873:2537:873:873:873:873:873:65535:0:65535:0:18031:6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:2537:873:873:873:873:873:2537:873:2537:873:2537:873:873:873:2537:873:873:873:2537:873:873:873:873:873
Diga_TVList,raw,38,IRKitC8E5,6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:2537:873:2537:873:65535:0:65535:0:18031:6881:3458:904:904:904:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:2537:873:2537:873
Diga_done,raw,38,IRKitC8E5,6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:2537:873:873:873:873:873:2537:873:2537:873:873:873:873:873:65535:0:65535:0:18031:6881:3341:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:2537:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:873:873:873:873:873:873:873:873:2537:873:873:873:2537:873:873:873:873:873:2537:873:2537:873:873:873:873:873
